Position,Cost,Asset
1460.0000,89946.2000,124538.0000
1460.0000,89946.2000,121924.6000
1470.0000,90783.6000,123097.8000
1470.0000,90783.6000,123538.8000
1470.0000,90783.6000,124920.6000
1470.0000,90783.6000,123818.1000
1470.0000,90783.6000,125258.7000
1480.0000,91623.7000,124334.8000
1480.0000,91623.7000,123446.8000
1480.0000,91623.7000,123816.8000
1480.0000,91623.7000,121448.8000
1480.0000,91623.7000,121330.4000
1490.0000,92448.8000,122939.9000
1490.0000,92448.8000,123461.4000
1490.0000,92448.8000,125547.4000
1490.0000,92448.8000,125472.9000
1490.0000,92448.8000,125174.9000
1500.0000,93256.1000,121095.0000
1500.0000,93256.1000,120840.0000
1500.0000,93256.1000,122265.0000
