Position,Cost,Asset
1468.0470,80000.0000,90710.6226
1468.0470,80000.0000,91385.9242
1468.0470,80000.0000,91518.0484
1468.0470,80000.0000,90637.2202
1484.6307,81000.0000,89523.2326
1484.6307,81000.0000,89300.5380
1484.6307,81000.0000,89686.5420
1484.6307,81000.0000,89478.6937
1484.6307,81000.0000,88855.1488
1484.6307,81000.0000,89018.4582
1484.6307,81000.0000,89137.2286
1484.6307,81000.0000,90235.8553
1501.3336,82000.0000,89884.8414
1501.3336,82000.0000,90620.4948
1501.3336,82000.0000,89674.6547
1501.3336,82000.0000,88743.8279
1501.3336,82000.0000,87152.4143
1518.3955,83000.0000,88993.1611
1518.3955,83000.0000,87778.4447
1518.3955,83000.0000,88279.5152
1518.3955,83000.0000,86867.4074
1518.3955,83000.0000,86594.0962
1535.6816,84000.0000,88839.1805
1535.6816,84000.0000,89944.8712
1535.6816,84000.0000,90098.4394
1535.6816,84000.0000,90697.3552
1552.4968,85000.0000,92326.9847
1552.4968,85000.0000,92932.4584
1552.4968,85000.0000,92202.7849
1552.4968,85000.0000,93941.5814
1552.4968,85000.0000,94003.6812
1568.9145,86000.0000,95562.5801
1568.9145,86000.0000,94683.9880
1568.9145,86000.0000,94432.9617
1568.9145,86000.0000,93240.5867
1568.9145,86000.0000,94605.5422
1585.7268,87000.0000,94319.0324
1585.7268,87000.0000,95508.3275
1585.7268,87000.0000,96602.4790
1585.7268,87000.0000,95698.6147
1585.7268,87000.0000,94493.4623
1602.5392,88000.0000,95319.0324
1602.5392,88000.0000,96985.6732
1602.5392,88000.0000,98251.6791
1602.5392,88000.0000,97722.8412
1602.5392,88000.0000,96040.1750
1619.1865,89000.0000,97264.5305
1619.1865,89000.0000,97394.0654
1619.1865,89000.0000,96552.0885
1619.1865,89000.0000,95580.5766
1636.1788,90000.0000,96289.1230
1636.1788,90000.0000,100854.0619
1636.1788,90000.0000,101557.6188
1636.1788,90000.0000,101083.1270
1652.4681,91000.0000,101445.0172
1652.4681,91000.0000,101725.9368
1652.4681,91000.0000,101692.8874
1652.4681,91000.0000,102618.2696
1652.4681,91000.0000,102486.0721
1668.6467,92000.0000,103139.0538
1668.6467,92000.0000,102705.2057
1668.6467,92000.0000,102838.6974
1668.6467,92000.0000,103522.8426
1668.6467,92000.0000,103305.9185
1668.6467,92000.0000,103489.4696
1668.6467,92000.0000,104140.2419
1668.6467,92000.0000,102738.5786
1668.6467,92000.0000,103072.3080
1684.8018,93000.0000,104289.2320
1684.8018,93000.0000,104373.4721
1684.8018,93000.0000,104710.4325
1684.8018,93000.0000,104255.5360
1684.8018,93000.0000,104794.6726
1700.8945,94000.0000,105693.5845
1700.8945,94000.0000,104911.1730
1700.8945,94000.0000,105642.5576
1700.8945,94000.0000,105761.6203
1700.8945,94000.0000,106271.8886
1716.8079,95000.0000,107884.2106
1716.8079,95000.0000,107712.5298
1716.8079,95000.0000,107729.6979
1716.8079,95000.0000,107300.4959
1716.8079,95000.0000,107746.8660
1716.8079,95000.0000,107643.8575
1716.8079,95000.0000,108176.0680
1716.8079,95000.0000,106150.2346
1716.8079,95000.0000,106012.8900
1732.8310,96000.0000,108145.9832
1732.8310,96000.0000,106274.5257
1732.8310,96000.0000,106534.4504
1732.8310,96000.0000,107643.4622
1732.8310,96000.0000,107036.9714
1748.9496,97000.0000,108504.8357
1748.9496,97000.0000,109991.4429
1748.9496,97000.0000,111285.6657
1748.9496,97000.0000,110813.4493
1748.9496,97000.0000,111338.1342
1764.7126,98000.0000,111953.3652
1764.7126,98000.0000,112094.5422
1764.7126,98000.0000,112165.1307
1764.7126,98000.0000,112271.0135
1764.7126,98000.0000,112323.9549
1780.6235,99000.0000,111912.1848
1780.6235,99000.0000,113033.9776
1780.6235,99000.0000,113265.4587
1780.6235,99000.0000,112232.6970
1780.6235,99000.0000,112446.3719
1796.3196,100000.0000,114443.5210
1796.3196,100000.0000,114084.2571
1796.3196,100000.0000,113491.4716
1796.3196,100000.0000,114425.5578
1811.9690,101000.0000,115784.8217
1811.9690,101000.0000,115476.7870
1811.9690,101000.0000,115893.5399
1811.9690,101000.0000,114715.7600
1811.9690,101000.0000,112994.3894
1827.8774,102000.0000,114900.3739
1827.8774,102000.0000,115759.4763
1827.8774,102000.0000,116636.8575
1827.8774,102000.0000,118208.8320
1827.8774,102000.0000,118153.9957
1843.3789,103000.0000,118916.3716
1843.3789,103000.0000,117681.3078
1843.3789,103000.0000,117533.8375
1843.3789,103000.0000,116556.8467
1843.3789,103000.0000,114860.9381
1859.1867,104000.0000,117612.1480
1859.1867,104000.0000,119080.9055
1859.1867,104000.0000,119248.2323
1859.1867,104000.0000,119805.9883
1859.1867,104000.0000,119843.1720
1874.6641,105000.0000,121122.0500
1874.6641,105000.0000,122021.8888
1874.6641,105000.0000,122771.7545
1874.6641,105000.0000,122378.0750
1874.6641,105000.0000,124908.8716
1889.6141,106000.0000,126396.2843
1889.6141,106000.0000,126868.6878
1889.6141,106000.0000,126528.5573
1889.6141,106000.0000,126963.1685
1889.6141,106000.0000,127284.4029
1904.4245,107000.0000,128586.7411
1904.4245,107000.0000,128986.6703
1904.4245,107000.0000,129386.5994
1904.4245,107000.0000,129996.0152
1904.4245,107000.0000,130414.9886
1918.9890,108000.0000,131757.7850
1918.9890,108000.0000,131738.5951
1918.9890,108000.0000,132122.3929
1918.9890,108000.0000,129646.8971
1918.9890,108000.0000,129627.7072
